label,duration,start.time,peak.freq(max),peak.freq(mean),peak.freq(minentire),peak.freq(maxentire),file.name
short,0.0046,166.9084,66400,66800,65900,67800,T0000124
flat,0.0143,167.0845,49300,50200,49300,50200,T0000124
flat,0.0261,167.4987,49800,49800,48800,50700,T0000124
flat,0.0194,167.7143,51200,50700,50200,51200,T0000124
short,0.0035,168.1387,98100,97600,96100,98100,T0000124
flat,0.0358,171.5701,50700,52200,50200,51700,T0000124
flat,0.0204,171.6817,62000,61500,60500,62000,T0000124
trill,0.025,171.7263,87400,86900,67800,87800,T0000124
short,0.0076,174.4624,66400,66400,65900,67300,T0000124
flat,0.0552,177.6814,43400,43400,41000,44400,T0000124
flat,0.0727,178.1524,42400,42400,41500,42900,T0000124
flat,0.0245,178.3802,42900,42900,41900,43900,T0000124
flat - harmx,0.0834,179.5415,43400,43400,41900,44400,T0000124
flat,0.1848,180.396,51700,51700,51200,52700,T0000124
short,0.003,183.1249,95200,94700,93200,95200,T0000124
flat,0.0911,185.3076,42900,42900,42400,43400,T0000124
short,0.003,187.0873,92700,92200,90800,92700,T0000124
short,0.002,187.3146,89800,89800,89300,89800,T0000124
short,0.0051,187.5466,90300,90800,90300,91300,T0000124
flat,0.0256,188.1574,76100,76600,73700,78600,T0000124
short,0.0076,190.1486,66800,67300,66800,67800,T0000124
short,0.0117,192.1878,51200,50700,49800,51200,T0000124
flat,0.0215,196.2306,66400,65900,64900,66800,T0000124
flat,0.0522,199.4393,43400,42900,42900,43900,T0000124
short,0.0061,200.0793,50200,50700,50200,51200,T0000124
flat-z - harmx,0.0445,200.5806,49300,48800,43400,49800,T0000124
flat-z - harmx,0.0583,200.8232,49800,42900,42400,49800,T0000124
trill,0.0348,203.0602,52700,51700,48800,53200,T0000124
complex,0.0855,203.309,52700,51200,47800,55100,T0000124
complex,0.1402,204.076,56600,49300,29700,60500,T0000124
complex,0.1044,204.6648,53200,52200,42400,56600,T0000124
step up,0.0855,204.9392,55600,51700,47800,78100,T0000124
flat,0.0276,205.249,62500,62000,60500,65400,T0000124
short,0.0071,208.8263,67300,66800,65400,67300,T0000124
flat-z,0.0163,208.9707,86900,83900,83400,86900,T0000124
flat,0.0163,209.0767,66400,65900,65900,66800,T0000124
flat,0.0752,209.2713,42400,42900,42400,43900,T0000124
short,0.0051,209.7807,85900,85900,85900,86400,T0000124
short,0.0051,210.2256,85400,85400,84400,85900,T0000124
short-ur,0.0051,210.4453,88300,87800,84400,88300,T0000124
flat - harmx,0.0716,211.8138,43400,42900,42400,43400,T0000124
flat - harmx,0.065,212.1267,42400,42900,42400,43400,T0000124
flat-z,0.0558,213.0242,51200,50700,42900,51200,T0000124
flat-z - harmx,0.0931,214.5469,51700,51200,42400,52700,T0000124
flat,0.0189,217.5416,68800,68800,65900,69800,T0000124
flat,0.0163,221.1973,50200,49300,49300,50200,T0000124
flat,0.0814,227.7703,44400,43900,42900,44400,T0000124
short,0.0061,228.0325,49800,49800,49300,50200,T0000124
flat - harmx,0.1249,232.9804,41900,42400,41900,43400,T0000124
flat-z - harmx,0.0814,233.2595,50700,44400,42900,51200,T0000124
short,0.0107,233.5191,50700,49800,49800,50700,T0000124
flat-z,0.0737,234.7801,52200,51200,43900,53700,T0000124
flat,0.0122,235.1928,49800,49800,49300,50200,T0000124
short,0.0081,235.5901,49800,49800,49800,50200,T0000124
flat,0.0266,235.8026,43400,43400,41900,43900,T0000124
flat,0.0174,236.1825,51200,51200,49300,51700,T0000124
flat-z,0.0624,237.1665,50700,50700,43400,51700,T0000124
flat-z,0.0424,241.0229,51200,50700,44900,51200,T0000124
flat,0.0327,243.1201,52700,52200,51700,52700,T0000124
flat-z,0.0619,244.27,43900,49800,43900,50200,T0000124
flat,0.0266,246.7916,50200,50700,48800,51200,T0000124
short,0.0056,248.2088,86900,86400,85900,86900,T0000124
short,0.004,253.783,70300,70800,70300,71200,T0000124
flat,0.0112,265.8682,74200,75600,74200,75600,T0000124
short-c,0.0092,267.7611,73700,73700,70300,74700,T0000124
flat,0.0148,273.2943,76100,75600,75100,76600,T0000124
short,0.002,276.313,90800,90800,90300,91300,T0000124
short,0.0015,276.504,84900,84900,84900,84900,T0000124
short,0.0061,306.2292,75600,75100,74200,75600,T0000124
complex,0.0599,306.4519,83000,82500,78100,83400,T0000124
short,0.0025,309.9939,76600,76600,76100,77100,T0000124
complex,0.022,310.1905,78100,79100,76600,82000,T0000124
short,0.0046,314.2328,96600,96100,93700,97100,T0000124
short,0.003,315.8999,95700,95700,94200,96600,T0000124
short-c,0.004,328.9011,98600,98100,94200,98600,T0000124
short,0.0051,329.9727,81000,80500,81000,81000,T0000124
short-c,0.0081,330.7852,88300,88300,86900,89300,T0000124
flat,0.0194,337.9798,72700,72200,70300,73200,T0000124
flat,0.0276,362.3285,72700,74200,71700,75600,T0000124
flat,0.046,366.8562,75100,75600,74700,77600,T0000124
short,0.0025,367.0968,75600,75600,75100,75600,T0000124
flat,0.0266,391.0302,75100,74700,74200,75100,T0000124
flat,0.0343,391.2857,75100,75100,74200,75600,T0000124
flat,0.0931,400.1817,56100,56100,54100,57100,T0000124
flat,0.0235,405.121,75600,75600,74700,76100,T0000124
step up,0.0696,603.0382,58500,58100,56600,79100,T0000124
short,0.0035,614.6211,58100,58500,58100,59000,T0000124
short-ur,0.0061,669.7891,99600,99600,85900,100500,T0000124
flat,0.024,706.0264,83900,83900,83000,86400,T0000124
flat,0.0476,706.6802,63400,62500,61000,63400,T0000124
short-c,0.0061,729.0972,84400,84400,83000,84900,T0000124
flat,0.0245,729.1289,81000,80500,78100,81000,T0000124
short,0.0035,729.4612,89300,88800,88800,89300,T0000124
flat,0.0424,758.6145,50700,50200,49300,51200,T0000124
flat,0.0967,758.9089,50200,50200,48800,51200,T0000124
flat,0.0296,767.3364,58100,58100,57600,59000,T0000124
flat,0.0128,797.2981,62500,63400,62500,62500,T0000124
short-dr,0.0087,797.8142,56100,60500,56100,61000,T0000124
flat-z,0.0721,798.0006,62500,62500,58100,63400,T0000124
flat-z,0.0532,798.2822,59000,63900,58100,66800,T0000124
short,0.0025,807.0041,86900,86400,85400,86900,T0000124
short-dr,0.0025,817.6777,68800,69300,63900,69300,T0000124
short-sd - harmx,0.0107,819.3474,44900,86400,42400,87400,T0000124
step down - harmx,0.0128,819.5676,41900,41900,39500,83000,T0000124
step down - harmx,0.0138,819.7862,44400,85900,42400,87800,T0000124
step down - harmx,0.0163,820.0135,42400,83400,41900,84400,T0000124
step down - harmx,0.0143,820.2449,44900,85400,40500,85900,T0000124
step down - harmx,0.0153,820.4769,44900,43400,40500,87400,T0000124
step down - harmx,0.0128,820.717,84900,85400,41500,86900,T0000124
step down - harmx,0.0204,821.4456,44900,85900,40500,86900,T0000124
step down - harmx,0.0168,821.7083,49300,48300,44400,85400,T0000124
step down - harmx,0.0204,821.9837,44900,85900,41900,86900,T0000124
step down - harmx,0.0128,822.8106,87400,86400,41900,88300,T0000124
step down - harmx,0.0122,823.3728,84900,43400,42400,84900,T0000124
short,0.0046,823.6748,69800,70300,69800,69800,T0000124
short-c,0.0061,863.7332,97100,98100,96600,99100,T0000124
short,0.0071,880.5181,48300,47800,48300,48300,T0000124
short-c,0.004,892.8245,58100,58100,56600,59000,T0000124
complex,0.1392,893.1281,59500,59500,53700,69800,T0000124
short,0.0035,917.228,52200,51700,52200,52200,T0000124
short,0.001,917.42,52700,52200,52700,52700,T0000124
short,0.0051,917.6187,50700,51200,49800,52700,T0000124
short,0.004,917.8117,52200,50700,50200,52200,T0000124
short,0.0051,918.0123,49300,49300,48800,49300,T0000124
short,0.004,918.2233,51200,49800,49800,51200,T0000124
short,0.0046,939.3966,73700,73700,73700,74700,T0000124
short-dr,0.0046,939.5245,66400,66400,62000,66800,T0000124
complex,0.0691,939.7304,55100,58100,53700,59000,T0000124
flat,0.0394,964.7329,52200,51700,50700,52700,T0000124
flat,0.0855,1052.5751,60500,60500,56600,62000,T0000124
complex,0.0931,1058.1765,49800,49300,48800,54100,T0000124
short-c,0.0092,1063.3564,56600,57100,55100,58100,T0000124
complex,0.0593,1063.5545,54100,53200,50200,54100,T0000124
short-c,0.0107,1063.6451,59500,59000,57100,59500,T0000124
short,0.0076,1063.681,58500,58100,58100,58500,T0000124
complex,0.0998,1064.196,62900,62500,53700,63900,T0000124
flat,0.1515,1064.4571,56100,55600,52700,58100,T0000124
short-c,0.0107,1064.7669,62900,66400,62900,67300,T0000124
complex,0.0711,1064.9405,60500,60000,54100,61500,T0000124
flat,0.1336,1065.1652,53700,54600,52200,57100,T0000124
flat,0.1715,1065.6645,51700,50700,49300,52200,T0000124
flat,0.0276,1065.9742,59500,59000,53700,60000,T0000124
flat,0.0343,1066.1483,54100,54600,52700,55600,T0000124
flat,0.0256,1066.5281,59000,59000,55100,60000,T0000124
flat,0.0168,1066.9019,59500,60000,57600,61000,T0000124
short,0.0087,1068.7191,83400,82500,83400,83400,T0000124
short,0.0092,1072.5252,61000,60500,60000,61000,T0000124
short-c,0.0046,1072.557,63400,63400,59500,64400,T0000124
short,0.0092,1073.5775,55600,56100,55600,56600,T0000124
short,0.0102,1074.4765,53700,53700,53200,54100,T0000124
complex,0.0701,1076.9694,53200,52700,51700,64400,T0000124
short,0.0071,1089.0915,73200,74200,73200,74700,T0000124
short,0.0066,1089.3332,83000,82500,83000,83400,T0000124
step up,0.0286,1115.4262,66400,65900,65400,98100,T0000124
flat,0.0296,1115.9111,50700,49800,48300,51700,T0000124
unclear,0.0163,1116.5301,75100,74200,30200,83000,T0000124
short,0.0076,1119.2043,61000,60000,61000,61000,T0000124
short,0.0066,1119.9241,70800,71200,70300,71700,T0000124
short-c,0.0025,1119.9953,62900,64900,60500,65900,T0000124
upward ramp,0.0128,1123.7559,61500,62900,57100,64400,T0000124
short,0.0061,1130.9864,64400,64400,62000,64900,T0000124
complex,0.1034,1131.2824,62000,58100,52700,63400,T0000124
short,0.0056,1131.4094,58500,59000,58500,59500,T0000124
short,0.0035,1131.951,54100,54600,53700,55100,T0000124
short,0.0081,1131.9813,52700,52700,52200,53200,T0000124
complex,0.0757,1132.0371,57100,57100,53200,58500,T0000124
short,0.0071,1132.3745,51200,51200,50200,51700,T0000124
flat-z - harmx,0.2145,1133.229,49300,49800,42400,50700,T0000124
complex - harmx,0.0855,1133.6064,51700,53700,43400,54600,T0000124
complex,0.0701,1133.9095,52700,52200,48800,53700,T0000124
flat,0.1684,1134.9222,48800,48300,46800,49800,T0000124
complex,0.0353,1136.6302,63400,62900,53700,63900,T0000124
short - harmx,0.0076,1137.8703,46300,45800,44900,46300,T0000124
flat,0.0204,1138.1202,56100,59000,53700,60000,T0000124
short,0.0025,1138.6562,90800,90800,89800,91300,T0000124
short,0.0066,1138.9572,88800,89300,87400,89800,T0000124
short,0.0046,1140.4503,54100,54100,53700,54600,T0000124
short,0.0025,1144.0583,99600,99600,98600,100500,T0000124
short-c,0.0025,1148.2321,108300,109300,106900,109800,T0000124
short-c,0.0061,1154.4114,97600,97100,94200,98100,T0000124
short-ur,0.0035,1177.1162,97600,97100,93200,97600,T0000124
short,0.0087,1177.538,87400,88300,87400,87800,T0000124
short-c,0.0056,1179.0792,97100,97100,95700,98100,T0000124
trill,0.0384,1226.2512,65400,65900,48300,71200,T0000124
flat,0.0122,1247.2631,52200,51200,50200,53200,T0000124
short,0.0025,1252.5413,84400,83900,83000,84400,T0000124
short-c,0.0046,1254.2612,72700,72700,70300,73700,T0000124
short-ur,0.0056,1255.8653,35600,34100,33200,41000,T0000124
short,0.0112,1269.6954,94200,93200,92700,94200,T0000124
short,0.0117,1271.449,84400,85900,84400,86900,T0000124
short,0.0046,1279.2314,53700,54100,53700,54600,T0000124
short,0.0056,1283.4129,54100,54100,53700,54600,T0000124
short,0.0071,1285.9714,53200,53200,53200,57600,T0000124
short,0.004,1296.3425,65900,65400,64900,66400,T0000124
short-c,0.0046,1296.3931,75100,77100,70800,78600,T0000124
trill,0.0455,1310.9422,64400,63900,44900,68300,T0000124
short,0.0035,1331.2132,58500,60000,58500,61000,T0000124
short-dr,0.0051,1331.2404,61500,66800,59000,67800,T0000124
complex,0.0286,1340.824,61000,61000,57100,66400,T0000124
short,0.0102,1425.8482,91700,91700,90800,91700,T0000124
flat,0.0133,1460.2342,87400,86400,85900,87400,T0000124
flat,0.0194,1489.1162,57600,57600,56100,58500,T0000124
short-sd,0.0056,1497.4602,61000,60000,58500,104400,T0000124
complex,0.0332,1498.1944,58100,58100,51700,59000,T0000124
short-c,0.0102,1498.2773,60500,62000,59000,63400,T0000124
flat,0.0204,1498.7551,61500,62000,58100,63400,T0000124
short-c,0.0035,1499.1621,57100,57600,56600,57100,T0000124
short,0.0066,1510.3493,60500,60000,60000,60500,T0000124
complex,0.0563,1510.9273,53200,57600,48800,59000,T0000124
short,0.0025,1511.0153,60500,60000,59000,61000,T0000124
flat,0.0296,1518.6452,47800,48800,45800,49800,T0000124
short,0.0025,1559.5023,72700,72700,72200,73700,T0000124
short,0.0035,1561.0291,96600,97100,96600,98100,T0000124
short,0.0076,1583.8612,96100,96100,95200,96600,T0000124
short,0.0035,1646.2653,95700,95200,94700,95700,T0000124
flat,0.0542,1662.4383,41000,40000,40000,41000,T0000124
flat,0.0542,1669.2674,52700,52700,51200,54100,T0000124
flat-mz,0.0762,1669.4333,46300,46300,44900,52700,T0000124
flat,0.0645,1669.7395,45400,44400,43900,45400,T0000124
complex,0.1157,1694.9033,57100,60000,54600,61500,T0000124
complex,0.1116,1695.3292,61000,60000,57100,62000,T0000124
complex,0.0604,1695.7435,57600,59500,54600,60000,T0000124
flat,0.1054,1696.1064,54600,54600,52200,56600,T0000124
short,0.0056,1696.3353,56100,56100,55600,56600,T0000124
short - harmx,0.0066,0.4316,48300,48300,47800,48300,T0000185
flat - harmx,0.0133,1.3859,49300,49300,48800,50200,T0000185
flat - harmx,0.0179,2.5564,48800,48800,48300,49800,T0000185
trill,0.025,3.9577,61000,61000,52700,63900,T0000185
short-c,0.0051,4.0965,52700,53700,51700,54600,T0000185
trill-f,0.0348,4.3043,64400,63400,55600,64400,T0000185
trill-c,0.0312,4.6638,63900,61000,50200,83900,T0000185
trill,0.0225,5.336,79500,78600,53200,79500,T0000185
trill-f,0.0133,5.442,58500,55100,53700,59500,T0000185
flat-z,0.0675,6.9166,54100,47800,46800,54600,T0000185
flat - harmx,0.0522,7.4096,48300,47300,45800,48800,T0000185
flat-z,0.0604,7.8883,56600,56100,48800,57100,T0000185
trill,0.0414,10.6414,58500,52200,48300,59000,T0000185
flat-z - harmx,0.0358,10.8866,47800,47300,47300,53700,T0000185
flat,0.0737,11.4575,56100,55600,53700,56600,T0000185
trill,0.0481,12.8911,73200,72200,54100,73700,T0000185
flat-z,0.1536,14.0523,54600,54100,48800,56600,T0000185
flat,0.0204,14.7066,51200,50700,50200,51200,T0000185
flat-z,0.0916,15.5479,55100,49300,48800,56100,T0000185
trill,0.0158,19.5481,63900,63900,61500,66400,T0000185
flat,0.0184,19.6828,89300,89300,88300,89800,T0000185
trill,0.0373,20.5803,72700,72200,42900,72700,T0000185
flat,0.0271,21.1911,61000,60500,55100,61000,T0000185
short - harmx,0.0071,21.4753,54600,54100,53700,54600,T0000185
flat - harmx,0.0245,21.5162,47800,47300,45800,48800,T0000185
trill,0.0486,22.3349,67300,41000,42400,67300,T0000185
trill,0.0537,22.8618,64900,64900,46300,68800,T0000185
flat,0.0168,22.958,46800,46800,45800,47300,T0000185
trill,0.0558,23.0876,71700,71200,52200,72200,T0000185
flat - harmx,0.0486,23.1848,47300,47300,45800,47800,T0000185
flat - harmx,0.1131,24.6184,48800,48300,45400,48800,T0000185
flat - harmx,0.0747,24.9216,49300,49300,45800,50200,T0000185
flat - harmx,0.0368,25.1873,48800,48800,47300,49800,T0000185
trill-f,0.022,29.0268,51200,51200,44900,52200,T0000185
trill,0.0419,29.8234,64900,63900,46800,64900,T0000185
flat-z,0.0486,31.3768,47800,44400,42400,50200,T0000185
flat,0.0496,31.6718,46300,45800,43900,46800,T0000185
flat,0.0394,31.9278,45800,46800,45400,50200,T0000185
short-c,0.0081,32.0578,66800,66400,59000,67800,T0000185
flat,0.0133,33.8401,46300,45400,45400,46300,T0000185
flat,0.022,35.0638,77100,75100,74700,78600,T0000185
short,0.002,35.5706,63400,63400,62900,63900,T0000185
trill,0.0153,37.0012,68300,67300,65400,69800,T0000185
trill,0.0138,37.5091,62000,62000,62000,65900,T0000185
trill-c,0.0496,37.6053,67300,66800,51200,68800,T0000185
trill-c,0.0384,38.6012,72700,71700,50700,73700,T0000185
short-c,0.0066,39.0527,54100,54100,49300,55100,T0000185
complex,0.0307,39.2775,53200,53200,49800,54600,T0000185
flat,0.0445,39.5284,59500,58100,55100,62500,T0000185
complex - harmx,0.1141,40.8176,59000,59000,44400,60000,T0000185
flat,0.0634,41.0383,56100,56600,52700,58100,T0000185
flat-z - harmx,0.1372,41.282,52700,53200,45800,53700,T0000185
flat - harmx,0.0906,41.5641,54100,54100,51200,55100,T0000185
short-c,0.0092,43.2885,74700,73700,48800,74700,T0000185
trill,0.0706,43.926,72700,72200,40500,78100,T0000185
trill,0.0445,45.3299,71200,71200,62000,75100,T0000185
trill,0.0348,46.2131,71200,71200,65400,73700,T0000185
trill,0.0373,46.679,70300,70300,62000,72700,T0000185
trill-c,0.0491,47.2002,71200,69300,47800,73200,T0000185
flat-z,0.1643,48.0665,50700,50700,49800,57100,T0000185
flat,0.0445,52.3878,46800,47300,45800,48300,T0000185
flat - harmx,0.0312,53.207,49300,49300,47300,50200,T0000185
trill-c,0.0174,53.7512,58100,58500,52200,78600,T0000185
flat - harmx,0.1018,54.0339,47800,47300,46300,48300,T0000185
flat,0.1095,54.5428,45800,45800,44400,46800,T0000185
trill,0.0394,55.8673,64400,63400,45800,64900,T0000185
trill,0.0276,56.4628,66800,59000,44900,66800,T0000185
short,0.0035,56.6871,55100,55100,54600,55100,T0000185
short-c,0.0076,56.899,60000,60000,56100,60500,T0000185
short-ur,0.0092,57.1048,60500,60500,56600,61000,T0000185
trill,0.0143,57.5866,72700,72700,69300,73700,T0000185
flat,0.0199,59.2737,79500,79500,78600,80000,T0000185
flat,0.1146,59.5025,46800,45800,44400,46800,T0000185
trill,0.0348,59.9029,68800,68800,61000,69800,T0000185
trill,0.0204,60.3893,67300,66800,62900,69800,T0000185
trill,0.0332,60.7385,68800,63900,61000,70300,T0000185
trill-c,0.0409,61.2106,55100,54100,45400,70300,T0000185
complex,0.0727,62.9242,63900,63400,61000,67300,T0000185
trill,0.0332,63.4024,67800,66800,44400,68800,T0000185
trill,0.0358,64.0353,67800,67300,60500,69800,T0000185
trill,0.0353,64.791,67800,67800,62900,73200,T0000185
trill-c,0.0337,65.0977,56100,56100,48800,75100,T0000185
trill,0.0353,76.7313,70300,70800,65400,74200,T0000185
short,0.0025,77.0498,71700,72200,71700,72200,T0000185
trill,0.0291,77.2341,70800,69800,68300,72700,T0000185
trill,0.0153,77.9463,71200,63900,63900,71200,T0000185
short,0.0046,78.465,45800,46300,45800,46800,T0000185
trill,0.0332,78.9355,74700,72700,59000,74700,T0000185
short-ur,0.0071,79.2263,71700,71700,67300,72200,T0000185
trill,0.0419,85.7446,62900,76100,50700,83900,T0000185
trill-c,0.0307,86.1547,59500,58500,53700,71700,T0000185
flat - harmx,0.0399,87.5479,48300,48300,46800,49800,T0000185
flat - harmx,0.0455,87.8172,48300,48800,46800,49800,T0000185
short,0.0066,88.3363,56100,56100,55600,56100,T0000185
flat,0.0455,88.449,53700,53700,52700,54600,T0000185
short,0.0107,88.5944,61500,61000,59500,62000,T0000185
flat-z - harmx,0.024,88.6384,54100,54600,52200,60500,T0000185
flat - harmx,0.0604,88.8381,55600,55600,51700,57600,T0000185
trill-f,0.0542,91.3919,62000,61000,9700,62500,T0000185
short,0.0066,91.4867,53200,53200,52200,55100,T0000185
trill-c,0.0276,92.0857,74200,56600,51200,77600,T0000185
trill,0.0266,94.1306,68300,63900,48800,72200,T0000185
flat,0.0312,102.7896,51200,50200,50200,51200,T0000185
flat-z,0.0204,104.4736,49800,49800,49300,56100,T0000185
trill,0.0506,104.9978,73700,54100,44900,73700,T0000185
trill,0.0158,105.3731,61000,61000,46300,61500,T0000185
flat-f,0.0143,105.7597,54100,54600,50200,56100,T0000185
trill-c,0.0578,105.8867,72200,56600,50700,74200,T0000185
short,0.0056,106.1319,58100,58500,57100,59500,T0000185
complex,0.11,107.4114,60000,59500,54100,61000,T0000185
flat,0.0614,107.7324,53200,53700,52200,54100,T0000185
short,0.004,155.0141,62000,62000,62000,62500,T0000185
flat,0.0199,158.059,60000,60500,58100,61500,T0000185
flat,0.0716,175.9641,42900,43400,42400,43900,T0000185
flat,0.046,203.3817,48300,48300,47800,48800,T0000185
flat,0.0578,236.4073,43900,43900,43900,45800,T0000185
flat-z,0.0614,268.9238,46300,46800,44400,54100,T0000185
short,0.0035,271.3558,58100,58100,57600,58100,T0000185
short-c,0.0071,273.9389,76100,75600,73200,76600,T0000185
complex,0.045,275.5461,79500,80000,79500,87800,T0000185
upward ramp,0.0327,276.2583,56600,59000,53700,60000,T0000185
complex,0.0721,276.4861,61500,61000,57100,62000,T0000185
